file	line	occurrences	classification
submodules/TelegramUI/Components/Chat/ChatMessageItemImpl/Sources/ChatMessageItemImpl.swift	578	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageReplyInfoNode/Sources/ChatMessageReplyInfoNode.swift	220	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageReplyInfoNode/Sources/ChatMessageReplyInfoNode.swift	292	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/BUILD	41	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/BUILD	42	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	31	2	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	58	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	426	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	845	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	1519	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	1520	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	1532	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	1536	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	1549	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	1550	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	1557	2	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	1572	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	1577	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	1578	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	1579	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageStickerItemNode/Sources/ChatMessageStickerItemNode.swift	1688	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/BUILD	42	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/BUILD	43	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	30	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	31	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	87	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	88	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	93	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	97	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	125	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	128	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	130	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	153	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	154	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	155	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	224	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	516	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	517	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	518	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	519	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	520	2	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	522	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	523	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	525	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	527	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	528	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	531	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	532	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	965	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	966	2	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	967	2	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	1895	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	1902	2	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatMessageTextBubbleContentNode/Sources/ChatMessageTextBubbleContentNode.swift	1904	2	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatRichTextEditorComposer/Sources/RichTextEditorChatInputNode.swift	74	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatRichTextEditorComposer/Sources/RichTextEditorChatInputNode.swift	671	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatSideTopicsPanel/Sources/ChatFloatingTopicsPanel.swift	24	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatSideTopicsPanel/Sources/ChatFloatingTopicsPanel.swift	321	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatSideTopicsPanel/Sources/ChatSideTopicsPanel.swift	65	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatSideTopicsPanel/Sources/ChatSideTopicsPanel.swift	1170	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatSideTopicsPanel/Sources/ChatSideTopicsPanel.swift	1492	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatSideTopicsPanel/Sources/ChatSideTopicsPanel.swift	1510	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatSideTopicsPanel/Sources/ChatSideTopicsPanel.swift	1881	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatSideTopicsPanel/Sources/ChatSideTopicsPanel.swift	2013	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatSideTopicsPanel/Sources/ChatSideTopicsPanel.swift	2333	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/BUILD	70	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/BUILD	71	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/AccessoryItemIconButton.swift	143	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	60	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	61	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	226	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	310	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	420	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	698	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	796	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	798	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	1590	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	1591	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	1593	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	2176	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	2177	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	3021	2	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	4447	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	4468	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	4521	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	4580	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	4645	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	4661	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	4726	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	5287	3	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	5288	2	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	5289	2	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	5324	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	5372	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	5399	2	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	5436	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	5593	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	5643	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	6079	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	6080	1	active code / compatibility or external contract
submodules/TelegramUI/Components/Chat/ChatTextInputPanelNode/Sources/ChatTextInputPanelNode.swift	6266	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ChatControllerInteraction/Sources/ChatControllerInteraction.swift	204	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ChatControllerInteraction/Sources/ChatControllerInteraction.swift	205	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ChatControllerInteraction/Sources/ChatControllerInteraction.swift	206	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ChatControllerInteraction/Sources/ChatControllerInteraction.swift	207	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ChatControllerInteraction/Sources/ChatControllerInteraction.swift	392	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ChatControllerInteraction/Sources/ChatControllerInteraction.swift	393	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ChatControllerInteraction/Sources/ChatControllerInteraction.swift	394	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ChatControllerInteraction/Sources/ChatControllerInteraction.swift	395	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ChatControllerInteraction/Sources/ChatControllerInteraction.swift	531	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ChatControllerInteraction/Sources/ChatControllerInteraction.swift	532	2	active code / compatibility or external contract
submodules/TelegramUI/Components/ChatControllerInteraction/Sources/ChatControllerInteraction.swift	533	2	active code / compatibility or external contract
submodules/TelegramUI/Components/ChatControllerInteraction/Sources/ChatControllerInteraction.swift	534	2	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	82	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	83	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	351	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	352	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	387	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	388	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	395	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	396	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	398	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	404	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	405	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	406	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	409	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	529	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	537	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	719	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextControllerImpl.swift	720	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextSourceContainer.swift	103	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextSourceContainer.swift	104	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextSourceContainer.swift	148	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextSourceContainer.swift	149	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextSourceContainer.swift	193	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextSourceContainer.swift	196	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextSourceContainer.swift	197	1	active code / compatibility or external contract
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextSourceContainer.swift	242	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/ContextControllerImpl/Sources/ContextSourceContainer.swift	243	1	active code / compatibility or external contract
submodules/TelegramUI/Components/EntityKeyboard/BUILD	60	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/EntityKeyboard/BUILD	61	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/EntityKeyboard/Sources/EmojiPagerContentSignals.swift	3	2	active code / compatibility or external contract
submodules/TelegramUI/Components/EntityKeyboard/Sources/EmojiPagerContentSignals.swift	1735	2	active code / compatibility or external contract
submodules/TelegramUI/Components/EntityKeyboard/Sources/EmojiPagerContentSignals.swift	1895	1	active code / compatibility or external contract
submodules/TelegramUI/Components/EntityKeyboard/Sources/EmojiPagerContentSignals.swift	1903	1	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/BUILD	19	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	9	2	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	11	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	12	1	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	16	1	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	23	1	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	474	1	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	475	1	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	629	2	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	630	1	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	631	2	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	717	1	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	773	1	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	776	2	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	779	2	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	784	1	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	785	2	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	788	2	active code / compatibility or external contract
submodules/TelegramUI/Components/GlassBackgroundComponent/Sources/GlassBackgroundComponent.swift	793	2	active code / compatibility or external contract
submodules/TelegramUI/Components/HorizontalTabsComponent/Sources/HorizontalTabsComponent.swift	697	1	active code / compatibility or external contract
submodules/TelegramUI/Components/HorizontalTabsComponent/Sources/HorizontalTabsComponent.swift	710	1	active code / compatibility or external contract
submodules/TelegramUI/Components/HorizontalTabsComponent/Sources/HorizontalTabsComponent.swift	925	1	active code / compatibility or external contract
submodules/TelegramUI/Components/HorizontalTabsComponent/Sources/HorizontalTabsComponent.swift	1085	1	active code / compatibility or external contract
submodules/TelegramUI/Components/HorizontalTabsComponent/Sources/HorizontalTabsComponent.swift	1115	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/MediaEditorScreen/Sources/MediaEditorScreen.swift	943	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/MediaEditorScreen/Sources/MediaEditorScreen.swift	8619	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/MediaEditorScreen/Sources/MediaToolsScreen.swift	421	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/BUILD	100	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/BUILD	101	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/BUILD	104	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/BUILD	105	1	Bazel module / dependency / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/ListItems/PeerInfoScreenDisclosureItem.swift	68	2	comment / rebase marker / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/ListItems/PeerInfoScreenDisclosureItem.swift	149	2	comment / rebase marker / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoHeaderNode.swift	36	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoHeaderNode.swift	37	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoHeaderNode.swift	69	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoHeaderNode.swift	409	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoHeaderNode.swift	410	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoHeaderNode.swift	1244	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoHeaderNode.swift	1245	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoHeaderNode.swift	1248	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoInteraction.swift	82	2	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoInteraction.swift	163	2	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoInteraction.swift	243	2	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	20	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	21	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	27	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	35	2	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	40	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	42	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	44	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	48	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	53	2	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	55	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	56	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	58	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	60	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	61	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	63	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	65	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	69	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	70	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	74	2	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	77	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	80	1	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	98	2	active code / compatibility or external contract
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	220	1	comment / rebase marker / provenance
submodules/TelegramUI/Components/PeerInfo/PeerInfoScreen/Sources/PeerInfoProfileItems.swift	221	1	active code / compatibility or external contract
